loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_history_years,loan_status
30500,60,5.64,584.56,E,2 years,MORTGAGE,48596.98,credit_card,PA,22.7,0,0,8,0,127532.5,10.85,53,17,0
7500,36,26.1,302.58,A,5 years,RENT,51660.83,home_improvement,TX,21.44,5,0,7,0,1533.05,66.94,13,12,0
17000,36,9.2,542.18,E,8 years,MORTGAGE,97529.32,car,NY,15.73,1,0,27,0,5938.26,63.43,23,5,0
35000,60,13.66,808.23,C,7 years,RENT,94771.8,credit_card,CA,24.2,0,2,29,0,501.2,66.95,48,21,0
20500,60,15.63,494.5,B,nan,RENT,32117.02,vacation,NY,4.88,0,0,10,0,2666.55,51.04,34,7,0
39500,60,22.15,1094.32,D,1 year,MORTGAGE,61541.5,medical,IL,23.24,0,0,10,0,14547.02,31.99,5,13,0
20500,36,7.76,640.13,B,3 years,MORTGAGE,41990.98,other,NY,23.32,0,2,23,0,10779.58,78.11,26,5,0
5000,36,25.75,200.79,D,6 years,RENT,31912.32,other,MI,29.17,0,0,26,0,28777.14,91.24,8,15,0
34000,60,28.6,1070.96,D,8 years,MORTGAGE,53717.36,other,TX,21.95,0,0,15,0,21054.83,13.61,40,18,0
37500,36,28.84,1568.2,C,9 years,MORTGAGE,51316.04,small_business,PA,17.11,0,1,25,0,862.76,24.66,37,16,0
24500,60,7.75,493.85,D,1 year,MORTGAGE,201462.44,small_business,MI,20.86,0,0,12,1,16287.47,15.29,21,23,0
38000,36,28.02,1572.23,F,6 years,RENT,74345.61,other,OH,13.74,0,0,4,0,1747.74,41.73,39,10,0
33000,60,19.41,863.5,C,7 years,MORTGAGE,30067.23,major_purchase,FL,9.77,0,2,24,0,7552.53,52.07,50,9,0
5500,36,23.31,213.79,A,9 years,RENT,45144.02,credit_card,FL,13.29,0,0,19,0,60145.18,24.6,34,24,0
3500,36,28.3,145.34,D,6 years,MORTGAGE,99776.87,credit_card,CA,7.74,0,0,6,1,3264.38,56.94,12,27,0
36500,36,21.69,1388.1,B,4 years,RENT,170113.54,car,TX,15.85,0,1,24,0,1720.76,65.43,46,10,0
31500,60,16.69,777.62,C,4 years,MORTGAGE,27092.4,debt_consolidation,OH,20.83,0,0,7,1,1192.16,9.47,33,6,0
16000,36,18.37,581.41,C,8 years,RENT,23389.39,major_purchase,FL,4.39,3,0,23,0,12036.58,48.17,8,12,0
3500,36,22.27,134.16,D,10+ years,MORTGAGE,152585.84,other,IL,16.44,0,5,3,0,24382.82,36.85,50,1,0
17500,36,28.65,730.02,C,< 1 year,OWN,72751.67,debt_consolidation,FL,8.76,0,1,15,0,781.39,46.85,15,25,0
34000,36,27.3,1393.54,B,6 years,RENT,38787.51,credit_card,FL,21.59,0,0,29,0,1637.53,8.96,50,12,0
31500,60,19.64,828.26,D,1 year,MORTGAGE,78222.65,other,IL,16.24,0,0,9,0,13228.24,19.71,22,2,0
6500,60,10.67,140.26,D,4 years,OWN,20000.0,other,IL,16.83,0,0,27,0,2286.98,22.01,36,7,0
19500,36,13.99,666.37,A,5 years,RENT,59975.28,other,NC,3.0,0,0,20,0,11427.62,48.52,19,6,0
4000,36,14.36,137.41,B,9 years,RENT,70538.26,debt_consolidation,FL,10.5,0,0,3,0,2157.99,15.94,41,19,0
32500,36,12.58,1088.49,G,3 years,RENT,95047.79,major_purchase,FL,14.86,0,0,17,0,3024.77,27.81,12,5,0
39000,36,23.8,1525.99,A,3 years,MORTGAGE,36064.06,debt_consolidation,OH,19.9,0,0,16,0,31011.06,32.04,13,9,0
2500,60,25.98,74.82,B,nan,RENT,62495.11,vacation,PA,13.61,0,0,18,0,3365.23,17.1,41,14,0
11000,36,13.34,372.44,C,3 years,OWN,37695.19,debt_consolidation,MI,13.29,0,0,15,0,4003.53,42.18,7,27,0
39500,60,26.23,1188.03,B,2 years,RENT,68029.17,home_improvement,GA,2.44,2,4,15,1,56040.56,30.96,36,3,0
18500,36,23.49,720.86,D,9 years,MORTGAGE,38266.37,major_purchase,MI,13.24,0,1,17,0,8930.48,4.06,19,28,0
4000,36,16.31,141.24,B,8 years,RENT,48822.65,debt_consolidation,GA,29.95,0,0,22,0,16625.92,66.43,26,26,1
39000,36,22.62,1501.97,B,< 1 year,RENT,36391.57,other,CA,13.29,0,0,2,0,1036.89,51.15,10,2,0
18000,60,24.35,521.49,G,nan,MORTGAGE,82914.74,debt_consolidation,CA,9.49,0,1,5,0,1973.8,66.39,15,14,0
25000,36,19.25,919.56,B,< 1 year,MORTGAGE,91970.72,debt_consolidation,MI,16.49,4,0,25,0,11945.48,52.63,25,4,0
6000,36,16.36,212.01,A,4 years,RENT,53246.63,debt_consolidation,MI,11.65,2,2,26,1,3116.22,55.26,21,18,0
12500,60,7.99,253.4,D,2 years,RENT,61029.89,debt_consolidation,NC,18.63,0,1,7,0,8983.73,21.5,19,21,1
11500,36,5.53,347.41,C,4 years,RENT,29018.95,home_improvement,PA,21.44,0,1,4,1,10277.79,16.37,24,8,0
22000,60,28.46,691.11,C,7 years,MORTGAGE,51542.48,vacation,FL,18.58,0,1,5,0,8237.17,58.7,8,19,0
26000,36,12.05,864.19,E,7 years,MORTGAGE,58389.87,home_improvement,FL,17.61,0,0,10,0,1132.16,39.47,40,18,1
25000,36,21.74,951.4,A,8 years,MORTGAGE,221991.98,home_improvement,IL,10.73,0,1,10,0,2840.0,66.28,58,3,0
11500,60,28.61,362.31,C,3 years,RENT,34338.3,credit_card,FL,8.44,0,5,19,1,16577.32,68.9,8,12,1
40000,36,25.55,1602.05,B,1 year,MORTGAGE,124503.44,debt_consolidation,IL,17.86,0,0,2,0,3978.16,80.69,5,19,0
9500,60,8.5,194.91,A,7 years,MORTGAGE,98560.85,other,MI,13.29,1,0,24,0,44412.75,65.98,18,1,0
22500,36,25.15,896.38,C,7 years,MORTGAGE,68893.58,debt_consolidation,MI,12.7,0,1,6,0,6315.52,21.07,59,16,0
16500,36,23.3,641.29,F,8 years,MORTGAGE,144251.02,other,GA,22.64,0,1,13,1,5037.77,33.5,34,14,0
29500,36,13.57,1002.09,D,9 years,RENT,72117.55,small_business,FL,33.49,2,0,26,0,14650.18,58.01,47,26,1
28500,36,22.4,1094.33,B,6 years,OWN,72735.12,debt_consolidation,IL,24.53,2,4,23,1,121011.73,48.94,10,4,0
37500,36,25.73,1505.51,C,1 year,OWN,58304.8,major_purchase,CA,24.26,2,1,25,0,25473.71,24.07,19,12,0
5000,36,12.64,167.6,D,7 years,OWN,110391.06,medical,MI,3.09,1,0,8,0,14976.0,42.45,44,7,0
32000,36,26.79,1302.8,B,6 years,OWN,103593.99,home_improvement,FL,17.59,0,0,2,0,3524.48,54.9,58,5,0
2500,36,7.43,77.69,B,5 years,RENT,43790.03,credit_card,NY,19.54,2,1,24,0,3549.54,82.09,50,14,0
19500,36,18.42,709.09,B,10+ years,MORTGAGE,30957.68,home_improvement,TX,9.34,0,0,20,0,4733.51,24.09,7,25,1
21500,36,11.21,706.02,C,5 years,RENT,54095.68,major_purchase,PA,13.29,0,2,9,0,5718.29,29.72,35,22,0
4000,36,23.34,155.55,A,8 years,RENT,40134.06,home_improvement,NY,18.12,0,2,11,0,1711.27,37.62,37,18,0
21500,36,9.78,691.53,C,4 years,RENT,58002.29,home_improvement,GA,8.1,0,0,14,0,1361.77,32.15,8,4,0
30500,60,13.87,707.63,E,7 years,MORTGAGE,111159.24,credit_card,TX,25.51,0,0,7,0,357.43,49.1,57,23,0
10500,36,8.62,332.04,D,9 years,OTHER,47636.24,debt_consolidation,CA,13.29,0,0,14,0,87917.7,42.38,15,28,0
32000,36,25.39,1278.92,D,10+ years,RENT,58605.76,debt_consolidation,NY,13.32,0,2,11,0,5412.68,85.09,27,18,1
11000,60,8.74,226.96,B,8 years,RENT,61636.61,credit_card,IL,25.6,2,0,6,0,5305.89,59.72,11,3,0
3000,36,23.22,116.47,D,5 years,RENT,91511.09,home_improvement,MI,4.34,1,2,19,0,2371.12,16.15,37,23,0
15500,36,22.83,598.63,F,5 years,MORTGAGE,20000.0,debt_consolidation,NY,8.91,0,2,13,0,3411.74,28.58,54,25,0
32000,36,8.99,1017.44,B,< 1 year,RENT,44207.51,other,CA,17.93,0,3,29,0,5446.71,40.13,14,21,0
30000,60,19.37,784.34,E,10+ years,OWN,66545.54,credit_card,PA,26.19,0,1,14,1,17228.73,73.61,42,20,1
19500,36,17.67,701.75,E,9 years,RENT,109102.11,other,TX,16.15,2,1,20,0,6416.78,23.64,23,19,0
18500,36,20.07,688.19,G,8 years,MORTGAGE,46819.21,credit_card,FL,19.55,0,4,2,0,10764.28,32.57,32,15,0
19500,60,28.46,612.57,B,8 years,MORTGAGE,23428.85,credit_card,OH,4.52,0,0,6,0,101805.08,50.53,27,16,0
12000,60,7.47,240.28,F,3 years,MORTGAGE,81622.13,debt_consolidation,FL,19.55,1,0,21,0,3709.93,78.74,27,16,1
12000,36,25.6,480.93,A,2 years,RENT,43578.48,debt_consolidation,GA,25.19,0,2,22,0,10632.83,49.51,50,11,0
29500,36,26.62,1198.34,A,2 years,RENT,33029.84,debt_consolidation,CA,13.29,0,0,9,0,44553.22,52.15,20,22,0
24500,36,8.59,774.43,A,1 year,MORTGAGE,43819.2,small_business,PA,8.29,0,4,19,0,14712.43,49.74,19,11,0
3500,60,21.57,95.81,B,7 years,RENT,54597.17,credit_card,GA,9.98,0,0,8,0,2580.34,62.95,15,11,0
23500,60,22.7,658.43,A,9 years,RENT,44250.75,vacation,CA,13.53,0,0,11,0,4671.29,73.47,56,25,0
8000,36,18.94,293.01,B,1 year,MORTGAGE,20000.0,small_business,FL,26.58,0,0,9,0,11170.43,39.58,38,8,1
1000,36,17.82,36.06,C,10+ years,MORTGAGE,93763.7,debt_consolidation,CA,1.88,0,1,24,0,6777.05,18.5,39,9,0
37500,36,13.29,1268.77,A,6 years,RENT,113259.57,car,NY,4.65,0,0,29,1,9287.01,21.12,18,29,0
17000,36,22.38,652.58,D,4 years,RENT,82930.73,major_purchase,OH,8.14,0,0,8,0,3870.4,75.8,29,22,0
12500,36,12.5,418.17,B,5 years,MORTGAGE,33899.55,vacation,OH,14.08,0,0,18,0,10956.94,53.15,27,3,0
35500,36,16.77,1261.61,A,7 years,MORTGAGE,54135.98,car,OH,13.01,0,0,27,0,13724.8,35.52,58,11,0
7500,36,26.51,304.22,B,4 years,RENT,59679.23,credit_card,NC,9.61,2,0,5,0,3095.67,18.27,25,8,0
35500,36,7.69,1107.37,A,3 years,MORTGAGE,80772.93,home_improvement,CA,5.17,0,1,9,0,2744.08,71.29,38,22,0
19500,60,18.45,499.96,D,3 years,RENT,83631.06,home_improvement,OH,18.26,4,0,28,1,3630.78,41.06,56,26,1
6000,60,17.41,150.44,B,10+ years,MORTGAGE,41477.78,medical,OH,13.34,1,0,29,0,2628.45,49.13,36,20,0
32000,60,14.77,757.42,A,7 years,OWN,62379.86,debt_consolidation,CA,13.6,5,1,21,0,16841.63,36.28,25,6,0
16500,36,20.14,614.38,C,3 years,RENT,75255.19,credit_card,FL,26.85,0,0,18,0,7266.57,37.49,32,14,0
15000,60,5.88,289.16,C,9 years,MORTGAGE,123984.42,home_improvement,TX,12.87,0,0,24,0,3487.39,20.34,28,15,0
15500,36,17.57,557.02,B,< 1 year,MORTGAGE,85157.12,debt_consolidation,CA,13.29,0,0,26,0,7341.73,68.52,37,15,0
15000,36,17.4,537.78,B,4 years,RENT,88834.32,debt_consolidation,NC,16.28,0,0,23,0,43904.16,52.75,45,19,0
6000,36,18.14,217.34,D,< 1 year,MORTGAGE,62437.0,home_improvement,FL,17.36,2,1,10,0,1569.6,95.05,41,7,0
25000,36,10.7,814.92,C,nan,RENT,121203.91,credit_card,GA,8.76,1,0,23,0,4937.83,3.4,18,13,0
39500,60,10.59,850.77,B,1 year,OWN,73488.29,debt_consolidation,MI,32.64,2,0,12,0,2793.37,41.68,34,25,1
32500,36,21.36,1230.46,F,7 years,RENT,38927.49,debt_consolidation,NY,13.29,0,1,19,0,799.48,14.96,44,3,0
19500,36,7.77,608.99,B,10+ years,MORTGAGE,120775.05,major_purchase,MI,23.02,0,2,21,0,9729.25,58.52,22,1,0
30500,36,13.0,1027.67,C,7 years,RENT,84876.42,credit_card,NY,20.43,0,2,10,0,6091.48,38.42,13,17,0
34500,60,25.85,1029.88,C,7 years,RENT,47977.05,debt_consolidation,IL,12.04,2,0,27,0,5053.33,11.98,25,12,0
4000,36,8.04,125.42,B,1 year,MORTGAGE,47110.61,debt_consolidation,OH,13.23,0,0,19,0,33468.41,37.05,32,19,0
37500,36,16.97,1336.42,B,2 years,MORTGAGE,69444.82,major_purchase,NC,4.01,0,0,7,0,4019.27,82.53,25,10,0
4000,36,21.88,152.51,C,9 years,RENT,75477.69,credit_card,NY,23.41,0,0,4,0,10127.23,55.57,42,25,0
3000,36,8.97,95.36,B,2 years,MORTGAGE,66081.63,credit_card,PA,14.96,1,2,22,0,2202.27,26.08,49,25,0
34500,36,13.16,1165.1,B,3 years,MORTGAGE,69958.28,credit_card,FL,19.25,2,1,9,0,7467.4,53.4,9,4,0
24000,36,19.19,882.05,C,1 year,RENT,140081.36,debt_consolidation,GA,28.36,0,0,28,0,19929.65,37.82,24,7,0
18500,36,13.52,627.98,D,< 1 year,MORTGAGE,102310.91,other,PA,5.08,0,0,19,0,6769.97,61.32,30,4,0
8000,36,8.19,251.39,D,6 years,RENT,65862.06,debt_consolidation,GA,11.01,0,0,16,0,14655.34,42.16,26,2,0
20000,36,11.19,656.58,A,7 years,MORTGAGE,95861.08,car,TX,21.39,0,0,28,0,2005.94,51.45,14,23,0
19500,36,8.18,612.68,D,9 years,MORTGAGE,35729.72,credit_card,PA,10.87,1,0,26,0,1793.77,41.37,54,16,0
18500,36,29.6,781.31,F,8 years,MORTGAGE,73054.68,medical,FL,13.82,0,0,16,0,19172.1,29.33,50,25,0
1500,60,11.27,32.82,C,10+ years,RENT,147953.48,credit_card,NY,18.35,0,1,23,0,13933.67,29.5,48,17,0
8000,36,18.5,291.23,C,nan,MORTGAGE,53689.73,vacation,NC,7.39,2,0,10,0,25926.4,24.95,41,16,0
28000,36,16.0,984.4,F,< 1 year,RENT,39190.24,home_improvement,OH,22.83,1,4,20,0,13623.38,20.38,41,27,1
39000,36,19.45,1438.47,E,4 years,RENT,43215.55,debt_consolidation,NY,17.71,0,0,19,0,26362.99,19.17,13,8,0
30500,36,17.7,1098.06,C,4 years,RENT,34723.9,home_improvement,CA,21.74,0,3,2,0,1086.82,34.37,30,12,0
13000,36,23.32,505.4,D,1 year,RENT,40441.79,debt_consolidation,IL,13.44,3,0,29,0,3182.73,44.0,20,21,1
7500,60,26.89,228.52,B,4 years,RENT,49749.02,credit_card,MI,11.62,0,1,13,0,3048.63,18.17,58,27,0
5000,60,12.49,112.46,B,4 years,MORTGAGE,29649.97,other,CA,24.26,2,2,28,0,3926.34,4.52,10,8,0
25000,60,10.0,531.18,D,8 years,MORTGAGE,60343.54,debt_consolidation,TX,2.85,0,0,26,0,10573.87,33.3,23,8,0
18000,36,29.62,760.39,B,3 years,MORTGAGE,94008.32,debt_consolidation,NY,11.09,1,2,15,0,592.36,22.03,44,21,0
3000,36,26.72,122.03,C,nan,MORTGAGE,38029.67,major_purchase,FL,6.8,0,0,8,0,7222.3,27.93,26,15,1
39500,60,14.42,927.72,A,< 1 year,RENT,127981.62,debt_consolidation,PA,15.46,0,1,19,0,2096.08,13.59,9,18,0
9000,36,27.42,369.46,E,6 years,MORTGAGE,77295.89,small_business,MI,10.23,0,1,3,1,38330.33,53.41,58,24,0
35000,60,21.93,965.27,E,4 years,RENT,100236.76,home_improvement,FL,18.2,0,0,19,0,14043.29,32.73,50,25,0
39000,36,16.22,1375.36,C,8 years,RENT,43091.57,credit_card,NY,9.66,0,0,18,0,8776.7,43.81,45,27,0
27500,36,26.9,1121.22,B,2 years,OWN,91790.36,credit_card,NC,15.07,1,1,5,0,8389.24,14.44,20,25,0
24000,60,22.04,663.4,D,3 years,RENT,34683.98,moving,FL,7.07,2,1,6,1,1156.58,32.67,10,8,1
25000,36,25.75,1003.94,B,1 year,OWN,93444.57,home_improvement,TX,14.99,0,1,27,0,21763.7,44.18,14,21,0
37500,36,15.74,1313.58,B,5 years,MORTGAGE,65245.98,debt_consolidation,GA,3.16,0,0,13,0,2523.92,65.13,38,1,0
31500,36,25.07,1253.6,G,2 years,RENT,78954.39,credit_card,IL,24.08,0,0,23,0,5021.4,29.08,54,28,1
12000,36,14.49,412.99,A,5 years,OWN,33263.06,debt_consolidation,NC,18.37,1,1,3,0,10047.7,57.99,23,4,0
8500,60,23.51,242.12,B,1 year,MORTGAGE,38271.66,other,FL,26.13,2,0,7,0,6801.2,69.21,31,27,0
4000,36,16.17,140.96,C,6 years,MORTGAGE,80709.71,debt_consolidation,PA,12.87,0,2,14,0,492.71,47.79,48,9,0
22000,36,15.43,767.28,A,8 years,MORTGAGE,37265.6,debt_consolidation,CA,28.95,0,0,12,0,18774.29,12.05,50,23,0
39500,36,25.02,1570.93,A,7 years,MORTGAGE,75478.5,vacation,PA,25.37,0,0,4,0,16068.9,13.17,49,5,0
22500,36,8.56,710.9,C,1 year,RENT,30225.19,credit_card,MI,18.39,0,0,12,0,16878.81,6.01,52,12,0
5000,36,28.24,207.47,A,1 year,RENT,91499.35,debt_consolidation,IL,19.86,0,0,2,0,21720.01,48.28,46,20,0
36000,36,17.96,1300.76,B,< 1 year,OWN,32329.59,credit_card,OH,3.11,0,0,28,0,29034.43,27.13,43,3,0
39500,36,21.08,1489.79,C,5 years,MORTGAGE,78916.84,debt_consolidation,IL,13.89,0,0,25,0,4801.09,4.05,50,9,0
30500,36,15.43,1063.73,B,4 years,MORTGAGE,81864.07,other,PA,16.66,0,1,11,0,2706.5,32.49,17,23,0
5500,36,21.32,208.12,D,10+ years,MORTGAGE,42260.75,debt_consolidation,CA,3.72,0,1,16,0,30857.98,74.93,59,24,0
3000,36,22.89,115.96,F,1 year,RENT,80098.57,debt_consolidation,MI,13.29,0,1,22,0,1490.41,19.87,47,1,0
26000,60,26.78,790.5,D,2 years,MORTGAGE,68201.45,credit_card,NY,15.99,0,1,6,0,4949.4,52.06,55,11,0
4000,60,26.43,120.78,G,8 years,MORTGAGE,45733.17,credit_card,IL,6.99,1,1,8,2,5517.43,57.08,58,7,1
11500,60,14.27,269.2,B,nan,RENT,36160.5,credit_card,NC,13.29,4,0,18,0,2776.83,46.03,48,18,1
12500,36,20.59,468.31,B,7 years,RENT,22441.95,credit_card,IL,13.12,0,1,16,0,14061.85,39.0,25,17,0
21500,36,24.62,850.52,B,1 year,MORTGAGE,71312.37,credit_card,CA,16.89,0,4,24,0,3376.97,5.62,41,24,0
11500,36,24.24,452.63,E,3 years,MORTGAGE,27380.84,credit_card,TX,15.25,0,0,6,0,2571.7,52.89,48,19,0
18000,36,27.33,738.04,B,8 years,RENT,62797.6,medical,PA,9.03,0,2,24,0,21899.4,19.03,46,19,0
28000,60,25.88,836.35,D,9 years,OWN,52484.64,credit_card,MI,12.38,1,0,7,0,2446.39,68.33,44,1,0
2000,36,23.09,77.51,D,7 years,MORTGAGE,84083.98,credit_card,NY,17.63,0,1,12,0,1941.91,54.48,32,5,0
36000,36,23.85,1409.55,A,9 years,OWN,51481.47,debt_consolidation,NC,7.59,1,2,18,0,1651.65,52.62,35,10,0
10000,36,25.28,399.08,E,3 years,MORTGAGE,50780.93,debt_consolidation,NC,19.51,1,0,20,2,2426.84,61.11,28,11,0
21500,36,26.03,866.59,C,6 years,RENT,86330.25,major_purchase,FL,8.21,0,0,26,0,9469.23,39.45,24,3,0
23500,60,14.14,548.51,B,7 years,OWN,70793.96,moving,FL,18.72,0,1,16,0,6000.73,55.66,39,7,0
36500,60,24.65,1063.85,G,7 years,RENT,70128.04,credit_card,OH,22.87,0,3,28,1,3470.68,47.32,8,3,1
10500,36,28.76,438.64,D,6 years,RENT,75707.6,moving,GA,6.61,0,1,3,0,99163.59,31.8,59,14,0
17000,60,11.21,371.4,C,5 years,OWN,27783.95,debt_consolidation,CA,14.56,0,0,8,0,24933.01,21.11,12,6,0
3500,36,6.68,107.56,G,1 year,RENT,87412.57,moving,FL,19.09,3,1,23,0,2808.34,56.86,34,10,1
8000,60,7.27,159.43,D,7 years,MORTGAGE,81327.09,home_improvement,CA,18.98,0,4,23,0,6832.12,55.93,20,10,0
35000,36,10.81,1142.71,A,1 year,OWN,36013.83,debt_consolidation,NC,13.92,2,1,20,0,7306.86,80.83,33,16,0
39500,36,28.03,1634.5,G,2 years,OWN,52995.37,debt_consolidation,TX,3.94,0,1,7,0,6875.21,36.36,15,11,0
37000,36,8.61,1169.89,C,2 years,RENT,58708.88,moving,CA,20.81,0,0,22,0,6473.29,27.55,15,14,1
16000,60,23.82,458.62,B,1 year,RENT,55980.1,debt_consolidation,CA,16.77,0,0,8,0,2852.78,33.63,53,14,0
3500,36,26.74,142.4,D,8 years,MORTGAGE,70751.57,debt_consolidation,NY,16.01,0,0,29,0,7639.8,46.03,52,20,0
1000,36,27.0,40.83,A,6 years,RENT,122477.59,debt_consolidation,GA,16.54,1,2,18,0,16492.88,52.43,38,24,0
10000,60,15.71,241.64,D,8 years,RENT,102835.24,credit_card,IL,24.96,2,1,18,0,5686.44,14.28,42,1,1
8000,36,17.63,287.74,A,nan,MORTGAGE,31066.66,debt_consolidation,TX,15.65,3,1,26,0,6834.1,71.93,39,21,0
17500,60,13.42,401.95,A,nan,OWN,81718.44,major_purchase,PA,16.66,0,1,5,0,42081.7,38.46,34,10,0
32500,36,9.11,1035.16,B,5 years,RENT,116362.62,car,GA,8.74,1,2,28,0,15085.68,22.37,52,6,0
25000,36,10.7,814.92,B,2 years,OWN,72649.68,credit_card,FL,19.63,2,5,2,0,14163.51,22.56,53,8,0
38000,60,8.8,785.13,C,2 years,MORTGAGE,103310.08,other,FL,4.48,0,0,10,0,44721.86,15.95,35,4,0
23500,36,15.48,820.17,C,7 years,MORTGAGE,163756.4,other,TX,19.12,0,0,20,0,1176.22,57.94,58,6,0
26000,36,9.67,834.92,D,nan,MORTGAGE,99892.99,credit_card,MI,9.89,0,0,8,0,4357.03,32.31,40,3,0
37000,36,15.38,1289.51,A,1 year,RENT,67822.84,debt_consolidation,IL,18.45,0,4,24,0,3796.92,24.02,13,13,0
6000,36,26.35,242.86,E,< 1 year,RENT,100966.52,major_purchase,OH,4.63,1,0,7,0,8747.09,47.81,28,4,1
2500,60,21.54,68.4,E,1 year,MORTGAGE,64372.64,debt_consolidation,PA,0.99,0,0,5,0,16131.19,23.03,29,3,0
21000,36,21.74,799.18,B,9 years,RENT,60594.02,debt_consolidation,PA,20.61,0,1,14,0,23183.35,20.27,8,12,0
32500,36,25.39,1298.91,C,4 years,MORTGAGE,50226.24,debt_consolidation,IL,10.4,0,0,15,0,2716.62,36.74,54,11,0
1000,36,6.51,30.65,C,7 years,RENT,130836.89,debt_consolidation,OH,23.34,0,1,17,0,32050.79,54.28,17,25,0
5000,36,24.97,198.72,F,3 years,RENT,39766.72,debt_consolidation,OH,13.29,0,0,24,0,5147.41,62.9,53,14,1
20000,60,10.31,428.0,E,5 years,RENT,128821.61,debt_consolidation,NY,20.53,2,2,14,0,444.22,73.94,25,20,0
33000,36,13.98,1127.54,A,3 years,RENT,76874.7,debt_consolidation,OH,16.24,0,4,11,0,10568.59,45.02,29,24,0
9000,36,13.05,303.46,F,7 years,RENT,29742.94,credit_card,FL,18.63,5,0,17,0,2387.89,37.4,20,2,1
34000,36,8.09,1066.85,A,10+ years,RENT,71957.05,credit_card,TX,12.39,0,0,23,0,40336.82,61.55,33,9,0
1000,60,9.76,21.13,C,3 years,RENT,20951.94,car,OH,7.49,3,1,2,0,1000.76,47.12,46,7,0
12500,36,28.93,523.35,B,2 years,RENT,81859.04,medical,NY,5.22,0,1,16,0,18800.38,11.82,12,29,0
39000,36,20.21,1453.56,B,< 1 year,RENT,93210.51,debt_consolidation,NC,7.54,0,1,15,0,1595.66,46.51,45,7,0
10500,60,17.11,261.57,C,3 years,MORTGAGE,44525.71,moving,TX,18.42,0,1,17,0,9242.85,53.35,41,10,0
32500,60,24.07,936.28,C,7 years,RENT,63689.43,credit_card,TX,27.66,0,0,9,0,26956.27,29.95,53,14,0
10500,36,25.44,419.93,A,4 years,RENT,159066.67,small_business,IL,7.57,0,2,18,0,25126.74,31.49,57,26,0
38500,60,8.2,784.33,F,10+ years,RENT,46496.24,debt_consolidation,MI,17.39,0,1,13,0,30529.86,70.84,21,29,0
20500,36,23.65,800.51,A,6 years,MORTGAGE,35261.47,debt_consolidation,NC,10.65,0,2,27,0,4302.45,27.77,40,20,0
15500,36,28.34,643.99,B,5 years,MORTGAGE,125596.76,credit_card,GA,13.23,4,2,26,0,2279.63,59.42,28,27,1
12000,60,19.84,316.86,D,6 years,MORTGAGE,159738.53,credit_card,PA,9.57,0,0,16,2,27999.22,13.35,29,12,0
12000,36,20.55,449.33,E,10+ years,MORTGAGE,59984.88,credit_card,MI,9.17,0,0,21,0,11719.39,39.82,11,28,0
28500,36,26.82,1160.77,D,6 years,RENT,99283.19,debt_consolidation,NY,19.9,3,3,8,1,1872.0,70.46,39,3,0
24000,36,22.15,918.43,B,7 years,MORTGAGE,117094.66,home_improvement,IL,2.78,0,3,13,0,2992.95,34.96,55,22,0
9000,36,29.88,381.47,D,8 years,MORTGAGE,41305.79,other,FL,14.17,1,0,9,0,5498.8,45.22,10,7,1
1500,36,12.43,50.13,D,2 years,RENT,46973.88,debt_consolidation,IL,5.14,1,1,28,0,12642.98,37.79,26,21,0
17000,36,26.21,686.84,C,8 years,MORTGAGE,110795.04,credit_card,NC,15.43,0,0,24,2,26410.79,17.26,50,25,0
8000,36,20.5,299.35,D,< 1 year,MORTGAGE,139038.64,debt_consolidation,IL,19.38,0,2,24,0,130020.77,21.02,10,21,0
16500,36,14.46,567.62,C,nan,OWN,79335.46,car,FL,20.1,0,1,16,0,271.76,3.99,8,8,0
17500,36,27.13,715.66,A,4 years,MORTGAGE,38564.71,car,TX,13.29,0,1,23,0,34454.87,43.5,55,15,0
30500,36,29.91,1293.27,B,3 years,RENT,161705.26,other,FL,13.29,0,0,9,0,6305.31,33.45,15,19,0
16000,36,6.92,493.45,D,10+ years,RENT,45913.5,debt_consolidation,TX,0.85,0,2,11,0,18442.36,24.83,22,10,0
8000,36,28.18,331.69,B,5 years,MORTGAGE,50636.66,moving,CA,3.81,1,0,14,0,12178.05,19.51,45,8,0
10500,36,10.48,341.18,C,7 years,MORTGAGE,71052.12,other,PA,30.05,1,2,23,0,27891.02,31.13,49,28,0
16000,36,10.53,520.27,C,3 years,MORTGAGE,130232.97,debt_consolidation,IL,22.38,2,2,26,0,3936.4,47.28,6,20,0
1500,36,6.52,45.99,D,6 years,MORTGAGE,91765.16,home_improvement,CA,18.15,0,0,2,0,1815.38,32.34,17,9,0
7000,60,28.09,218.33,B,6 years,OWN,73676.03,home_improvement,CA,1.96,5,0,27,0,2700.07,79.41,46,21,0
8500,60,24.11,245.07,C,7 years,RENT,75481.61,home_improvement,CA,12.63,2,0,6,1,3903.51,24.92,18,28,0
8000,60,6.81,157.69,C,8 years,RENT,61191.12,credit_card,NY,7.13,1,1,26,0,7743.61,37.34,18,5,1
13000,36,21.02,489.91,E,5 years,MORTGAGE,79147.6,debt_consolidation,CA,8.08,0,0,6,0,22658.47,42.16,50,4,0
38500,36,8.44,1214.28,C,< 1 year,RENT,20000.0,debt_consolidation,CA,16.28,1,2,24,0,20419.95,44.14,25,5,0
